User-ID,Selected-Book,Hidden-Book,Hit
30183,theperfectstormatruestoryofmenagainstthesea|sebastianjunger,avirtuouswomanoprahsbookclubpaperback|kayegibbons,False
20703,chickensoupforthepetloverssoulchickensoupforthesoul|jackcanfield,thefivepeopleyoumeetinheaven|mitchalbom,False
268761,dakotahomedakotatrilogybook2|debbiemacomber,midnightbayou|noraroberts,False
93358,getshorty|elmoreleonard,therestaurantattheendoftheuniversehitchhikerstrilogypaperback|douglasadams,False
117577,tokillamockingbird|harperlee,thenannydiariesanovel|emmamclaughlin,False
33264,theteethofthetiger|tomclancy,thekingoftorts|johngrisham,False
94978,notesfromasmallisland|billbryson,confessionsofashopaholicsummerdisplayopportunity|sophiekinsella,False
41088,legend|judedeveraux,sweetrevenge|noraroberts,False
153653,redstormrising|tomclancy,hannibal|thomasharris,False
113605,outlander|dianagabaldon,lettersforemily|camronwright,False
184511,thepullofthemoon|elizabethberg,bigstonegapanovelballantinereaderscircle|adrianatrigiani,False
257554,theraptureofcanaan|sherireynolds,angelasashes|frankmccourt,False
147686,practicaldemonkeeping|christophermoore,nameampaddresswithheldreddressinkpaperback|janesigaloff,False
65844,midnightinthegardenofgoodandevil|johnberendt,misssmillasfeelingforsnow|peterhoeg,False
149893,tribulationforcethecontinuingdramaofthoseleftbehindleftbehindno2|timlahaye,themummyorramsesthedamned|annerice,False
143497,edenclose|anitashreve,theredtentbestsellingbacklist|anitadiamant,False
85757,corellismandolinanovel|louisdebernieres,underthebannerofheavenastoryofviolentfaith|jonkrakauer,False
272202,thecatcherintherye|jdsalinger,stupidwhitemenandothersorryexcusesforthestateofthenation|michaelmoore,False
109014,bodyoflies|irisjohansen,thekingoftorts|johngrisham,False
277915,shippingnews|annieproulx,bastardoutofcarolina|dorothyallison,False
263238,angelasashes|frankmccourt,nisfornoose|suegrafton,False
30711,thefellowshipoftheringthelordoftheringspart1|jrrtolkien,harrypotterandtheorderofthephoenixbook5|jkrowling,True
247060,onedoorawayfromheaven|deanrkoontz,intensity|deankoontz,False
257362,galileosdaughterahistoricalmemoirofsciencefaithandlove|davasobel,apatchworkplanet|annetyler,False
69355,allthingswiseandwonderful|jamesherriot,thecuriousincidentofthedoginthenighttimetodayshowbookclub13|markhaddon,False
218726,asecondchickensoupforthewomanssoulchickensoupforthesoulseries|jackcanfield,coldsassytree|oliveannburns,False
99997,thelovelybonesanovel|alicesebold,backroads|tawniodell,False
66235,catampmousealexcrossnovels|jamespatterson,tellmeyourdreams|sidneysheldon,False
188513,carolinamoon|noraroberts,theotherboleyngirl|philippagregory,False
153342,allaroundthetown|maryhigginsclark,familythetiesthatbindandgag|ermabombeck,False
110112,dracula|bramstoker,darkfall|deanrkoontz,False
259371,frannyandzooey|jdsalinger,thecorrectionsoprahedition|jonathanfranzen,False
227494,outlander|dianagabaldon,tokillamockingbird|harperlee,False
90192,thehouseonmangostreetvintagecontemporaries|sandracisneros,theperfectstormatruestoryofmenagainstthesea|sebastianjunger,False
278221,onedoorawayfromheaven|deanrkoontz,deadairanovel|boblarson,False
131154,thereturnofthekingthelordoftheringspart3|jrrtolkien,anthem|aynrand,False
24995,deceptionpoint|danbrown,thebeachhouse|jamespatterson,False
93639,huntingbadgerjoeleaphornjimcheenovels|tonyhillerman,jisforjudgment|suegrafton,False
14667,seaglassanovel|anitashreve,thesecretlifeofbees|suemonkkidd,False
127648,writofexecution|perrioshaughnessy,themurderbook|jonathankellerman,False
163307,ramonaandhermotherramonaquimbypaperback|beverlycleary,datinggame|daniellesteel,False
109349,misformalice|suegrafton,fourtoscoreastephanieplumnovel|janetevanovich,False
28735,intothewild|jonkrakauer,thekingdombytheseaajourneyaroundthecoastofgreatbritain|paultheroux,False
86368,themillionaires|bradmeltzer,blindsighted|karinslaughter,False
231795,mutation|robincook,theandromedastrain|michaelcrichton,False
127417,wickedthelifeandtimesofthewickedwitchofthewest|gregorymaguire,feastofallsaints|annerice,False
86969,adarknessmorethannight|michaelconnelly,silentnightachristmassuspensestory|maryhigginsclark,False
266566,everythingseventual14darktales|stephenking,wewerethemulvaneys|joycecaroloates,False
205145,underthetuscansun|francesmayes,ayearinprovence|petermayle,False
161222,kitchenconfidentialadventuresintheculinaryunderbelly|anthonybourdain,fightclub|chuckpalahniuk,False
260678,thelovelybonesanovel|alicesebold,harrypotterandthesorcerersstonebook1|jkrowling,False
187145,cujo|stephenking,perfumethestoryofamurderervintageinternational|patricksuskind,False
57960,fromabuick8anovel|stephenking,thegunslingerthedarktowerbook1|stephenking,False
108182,theskiesofpern|annemccaffrey,seinlanguage|jerryseinfeld,False
56630,threejunes|juliaglass,thealienist|calebcarr,False
100846,thereader|bernhardschlink,oisforoutlaw|suegrafton,False
229412,theadventuresofhuckleberryfinnbantamclassics|marktwain,dragontears|deanrkoontz,False
220635,ayellowraftinbluewater|michaeldorris,outlander|dianagabaldon,False
107326,thedollshousesandmanbook2|neilgaiman,endersgameenderwigginssagapaperback|orsonscottcard,False
238419,thedoortodecember|deanrkoontz,thecardinalofthekremlinjackryannovels|tomclancy,False
173930,theartistswayaspiritualpathtohighercreativity|juliacameron,briarrose|janeyolen,False
238131,thelovelybonesanovel|alicesebold,atlasshrugged|aynrand,False
162596,thebookofruthoprahsbookclubpaperback|janehamilton,travelingmerciessomethoughtsonfaith|annelamott,False
146117,drowningruth|christinaschwarz,talkbeforesleep|elizabethberg,False
90088,thetommyknockers|stephenking,likewaterforchocolateanovelinmonthlyinstallmentswithrecipesromancesandhomeremedies|lauraesquivel,False
56201,sacredclownsjoeleaphornjimcheenovels|tonyhillerman,withoutremorse|tomclancy,False
208566,lostlight|michaelconnelly,thesecondtimearoundanovel|maryhigginsclark,False
202711,darkriversoftheheart|deanrkoontz,hideaway|deanrkoontz,False
37400,themetamorphosisbantamclassics|franzkafka,timequake|kurtvonnegut,False
21207,theguardian|nicholassparks,ifonlyitweretrue|marclevy,False
44389,openhouseoprahsbookclubpaperback|elizabethberg,luckyamemoir|alicesebold,False
61571,intothewild|jonkrakauer,aprayerforowenmeany|johnirving,False
253867,bridgetjonessdiary|helenfielding,outlander|dianagabaldon,False
64679,howtobegood|nickhornby,belcantoanovel|annpatchett,False
276313,thegreathuntthewheeloftimebook2|robertjordan,thebrethren|johngrisham,False
171191,thecolorpurple|alicewalker,jazzplumecontemporaryfiction|tonimorrison,False
242815,thegrapesofwrath|johnsteinbeck,friedgreentomatoesatthewhistlestopcafe|fannieflagg,False
28091,illusionstheadventuresofareluctantmessiah|richardbach,apaintedhouse|johngrisham,False
155495,justaslongasweretogether|judyblume,thevelveteenrabbit|margerywilliams,True
154182,lizard|bananayoshimoto,babyhood|paulreiser,False
242640,thebigsleep|raymondchandler,thehobbit|jrrtolkien,False
190925,memoriesofmidnight|sidneysheldon,congo|michaelcrichton,False
216501,danceupontheairthreesistersislandtrilogy|noraroberts,thechamber|johngrisham,False
102676,atonementanovel|ianmcewan,thecolorpurple|alicewalker,False
226336,thegodfather|mariopuzo,thehobbittheenchantingpreludetothelordoftherings|jrrtolkien,False
5539,thelordoftheringsmovieartcover|jrrtolkien,deceptionpoint|danbrown,False
276231,unnaturalexposure|patriciadanielscornwell,spencerville|nelsondemille,False
46342,answeredprayers|daniellesteel,suzannesdiaryfornicholas|jamespatterson,False
276986,thebelljaranovelperennialclassics|sylviaplath,goaskalice|anonymous,False
219925,thedavincicode|danbrown,divinesecretsoftheyayasisterhoodanovel|rebeccawells,False
108997,findingmoon|tonyhillerman,backwhenweweregrownupsanovelballantinereaderscircle|annetyler,False
259624,lonesomedove|larrymcmurtry,thebridgesofmadisoncounty|robertjameswaller,False
137437,bittermedicine|saraparetsky,jonathanlivingstonseagull|richardbach,False
45113,thefulfillment|lavyrlespencer,lovesencore|sandrabrown,False
119505,thelightfantasticdiscworldnovelspaperback|terrypratchett,smillassenseofsnow|peterhoeg,False
176248,suzannesdiaryfornicholas|jamespatterson,abendintheroad|nicholassparks,False
64010,thecolorpurple|alicewalker,voyageofthedawntreader|cslewis,False
184629,wheretheheartisoprahsbookclubpaperback|billieletts,shescomeundoneoprahsbookclub|wallylamb,False
1409,engagingtheenemy|noraroberts,abduction|robincook,False
107620,iknowthismuchistrue|wallylamb,shescomeundoneoprahsbookclubpaperback|wallylamb,False
205660,patriotgamesjackryannovels|tomclancy,lonesomedove|larrymcmurtry,False
72707,bravenewworld|aldoushuxley,coraline|neilgaiman,False
208099,thedresslodgerballantinereaderscircle|sheriholman,thehobbit|jrrtolkien,False
43006,borninshame|noraroberts,spindlesend|robinmckinley,False
252827,underthetuscansun|francesmayes,blackberrywine|joanneharris,False
121398,ontheroadpenguin20thcenturyclassics|jackkerouac,thestepfordwives|iralevin,False
259057,thefellowshipoftheringthelordoftheringspart1|jrrtolkien,lifeofpi|yannmartel,False
247010,coastroadanovel|barbaradelinsky,heavenandearththreesistersislandtrilogy|noraroberts,False
81207,balzacandthelittlechineseseamstressanovel|daisijie,lolitavintageinternational|vladimirnabokov,False
151483,choppingspree|dianemottdavidson,atraitortomemory|elizabethgeorge,False
65350,thenotebook|nicholassparks,thelostboyafosterchildssearchfortheloveofafamily|davepelzer,False
220841,moonlightbecomesyou|maryhigginsclark,allaroundthetown|maryhigginsclark,True
217052,thelovelybonesanovel|alicesebold,causeofdeath|patriciadanielscornwell,False
388,thefouragreementsapracticalguidetopersonalfreedom|donmiguelruiz,therobberbride|margaretatwood,False
243795,inhershoesanovel|jenniferweiner,welcometotheworldbabygirl|fannieflagg,False
131108,publicsecrets|noraroberts,threefates|noraroberts,False
200585,thecrucibleaplayinfouractspenguinplays|arthurmiller,thecuriousincidentofthedoginthenighttimeanovel|markhaddon,False
8734,americangodsanovel|neilgaiman,catchmeifyoucanthetruestoryofarealfake|stanredding,False
45218,seedsofyesterdydollangersagapaperback|vcandrews,theanastasiasyndrome|maryhigginsclark,False
146573,dunerememberingtomorrow|frankherbert,endangeredspeciesannapigeonmysteriespaperback|nevadabarr,False
124888,jurassicpark|michaelcrichton,theclubdumasanovel|arturoperezreverte,False
98104,onthestreetwhereyoulive|maryhigginsclark,fleshandblood|jonathankellerman,False
25893,wildanimus|richshapero,illuminati|danbrown,False
98596,atimetokill|johngrisham,thedrawingofthethreethedarktowerbook2|stephenking,False
231827,summersisters|judyblume,thehotzone|richardpreston,False
32870,savingfaith|davidbaldacci,thebonesettersdaughter|amytan,False
35841,needfulthings|stephenking,thebonecollectorlincolnrhymenovelspaperback|jeffdeaver,False
199106,thelovelybonesanovel|alicesebold,whattoexpectwhenyoureexpectingrevisededition|arleneeisenberg,False
30120,achildcalleditonechildscouragetosurvive|davepelzer,tunnelvisionviwarshawskinovelspaperback|saraparetsky,False
218286,thegodofsmallthings|arundhatiroy,theotherdaughter|lisagardner,False
51403,theclient|johngrisham,pelicanbrief|johngrisham,False
52449,girlwithapearlearring|tracychevalier,theredtentbestsellingbacklist|anitadiamant,True
268127,thebluesteye|tonimorrison,thesavinggracesanovel|patriciagaffney,False
193966,talesfrommargaritavillefictionalfactsandfactualfictions|jimmybuffett,2ndchance|jamespatterson,False
224923,stilllifewithwoodpecker|tomrobbins,insomnia|stephenking,False
66989,thelovelybonesanovel|alicesebold,belcantoanovel|annpatchett,False
108243,warofthetwinsdragonlancelegendsvol2|margaretweis,harrypotterandtheorderofthephoenixbook5|jkrowling,False
215986,aboutaboymovietiein|nickhornby,reddragon|thomasharris,False
246156,cheetplumebooks|annadavis,mansfieldparkpenguinclassics|janeausten,False
171680,hardeightastephanieplumnovelastephanieplumnovel|janetevanovich,totheninesastephanieplumnovel|janetevanovich,True
86728,thecatwhorobbedabankcatwhopaperback|lilianjacksonbraun,striptease|carlhiaasen,False
220717,selfdefensealexdelawarenovelspaperback|jonathankellerman,thesurvivorsclub|lisagardner,False
81855,angelasashes|frankmccourt,northernlightshisdarkmaterialss|philippullman,False
126585,perfectevilmaggieodellnovelspaperback|alexkava,russkathenovelofrussia|edwardrutherfurd,False
162496,deadlockviwarshawskinovelspaperback|saraparetsky,sphere|michaelcrichton,False
272838,strangers|deanrkoontz,dancehallofthedeadjoeleaphornnovels|tonyhillerman,False
151262,theawakening|katechopin,onehundredyearsofsolitude|gabrielgarciamarquez,False
177386,thesumofallfears|tomclancy,theattorney|stevemartini,False
211176,naked|davidsedaris,harrypotterandthechamberofsecretsbook2|jkrowling,False
183753,thedavincicode|danbrown,manandboyanovel|tonyparsons,False
49403,thesouthbeachdietthedeliciousdoctordesignedfoolproofplanforfastandhealthyweightloss|arthuragatston,chickensoupforthewomanssoulchickensoupforthesoulseriespaper|jackcanfield,False
101304,cityofbones|michaelconnelly,thekingoftorts|johngrisham,False
92156,girlinterrupted|susannakaysen,lakewobegondays|garrisonkeillor,False
28211,motherlessbrooklyn|jonathanlethem,harrypotterandthechamberofsecretsbook2|jkrowling,False
136304,thesilverwolf|aliceborchardt,starshiptroopers|robertaheinlein,False
9417,tokillamockingbird|harperlee,soyouwanttobeawizardthefirstbookintheyoungwizardsseries|dianeduane,False
240033,rebecca|daphnedumaurier,skeletoncrew|stephenking,False
226554,ahabswifeorthestargazeranovel|senajeternaslund,slaughterhousefiveorthechildrenscrusadeadutydancewithdeath|kurtvonnegut,False
94023,feetofclaydiscworldnovelspaperback|terrypratchett,longdarkteatimeofthesoul|douglasadams,True
240098,apaintedhouse|johngrisham,thesamuraisgardenanovel|gailtsukiyama,False
90423,swordofshannara|terrybrooks,unnaturalselections|garylarson,False
3373,thenannydiariesanovel|emmamclaughlin,easyprey|johnsandford,False
30555,beforeisaygoodbyeanovel|maryhigginsclark,envy|sandrabrown,False
255429,thebigbadwolfanovel|jamespatterson,fleshandblood|jonathankellerman,False
26182,thestranger|albertcamus,thehobbittheenchantingpreludetothelordoftherings|jrrtolkien,False
93631,blackandblue|annaquindlen,friedgreentomatoesatthewhistlestopcafe|fannieflagg,False
29209,inasunburnedcountry|billbryson,wishyouwell|davidbaldacci,False
14422,dontletsgotothedogstonightanafricanchildhood|alexandrafuller,lovemeforeversherringcrosspaperback|johannalindsey,False
133764,thepilotswifeanovel|anitashreve,plumisland|nelsondemille,False
30511,earthlypossessions|annetyler,awalkinthewoodsrediscoveringamericaontheappalachiantrail|billbryson,False
209830,awalktoremember|nicholassparks,wellmeetagain|maryhigginsclark,False
97324,thegrapesofwrathjohnsteinbeckcentennialedition19022002|johnsteinbeck,thestranger|albertcamus,False
113721,themurderbook|jonathankellerman,thenotebook|nicholassparks,False
271557,ahabswifeorthestargazeranovel|senajeternaslund,thecelestineprophecy|jamesredfield,False
198937,dealingwithdragonsenchantedforestchroniclespaperback|patriciacwrede,theshining|stephenking,False
87820,acryinthenight|maryhigginsclark,moonlightbecomesyou|maryhigginsclark,False
220688,metalkprettyoneday|davidsedaris,thehandmaidstaleanovel|margaretatwood,False
53841,falsememory|deanrkoontz,thedoortodecember|deanrkoontz,False
233312,thevirginsuicides|jeffreyeugenides,ridingthebuswithmysisteratruelifejourney|rachelsimon,False
235099,tearsofthemoonirishtrilogy|noraroberts,thechristmasboxcollectionthechristmasboxtimepiecetheletter|richardpaulevans,False
192844,prodigalsummer|barbarakingsolver,readinglolitaintehranamemoirinbooks|azarnafisi,False
99204,pointoforigin|patriciadanielscornwell,thelilacbusstories|maevebinchy,False
192979,kitchen|bananayoshimoto,thebrethren|johngrisham,False
165669,heartsinatlantis|stephenking,watershipdown|richardadams,False
77692,thehandmaidstale|margaretatwood,passage|conniewillis,False
38660,ruinsthexfiles|kevinjanderson,midnightvoices|johnsaul,False
39440,illbeseeingyou|maryhigginsclark,thereader|bernhardschlink,False
267798,itsnotaboutthebikemyjourneybacktolife|lancearmstrong,awalkinthewoodsrediscoveringamericaontheappalachiantrailofficialguidestotheappalachiantrail|billbryson,False
174851,finethings|daniellesteel,wanderlust|daniellesteel,False
142823,writingdownthebones|nataliegoldberg,thejoyluckclub|amytan,False
171859,seabiscuit|laurahillenbrand,bridgetjonestheedgeofreason|helenfielding,False
167562,theplainsofpassageearthschildrenpaperback|jeanmauel,prodigalsummeranovel|barbarakingsolver,False
190422,bastardoutofcarolina|dorothyallison,fivequartersoftheorange|joanneharris,False
24191,openhouseoprahsbookclubpaperback|elizabethberg,alloverbuttheshoutin|rickbragg,False
273483,suzannesdiaryfornicholas|jamespatterson,forbiddenfruitmira|ericaspindler,False
265751,shescomeundoneoprahsbookclub|wallylamb,thebonfireofthevanities|tomwolfe,False
262459,whiteoleanderanoveloprahsbookclub|janetfitch,welcometotheworldbabygirl|fannieflagg,False
40134,reddragon|thomasharris,dreamcatcher|stephenking,False
26713,whygirlsareweirdanovel|pamelaribon,memnochthedevilthevampirechroniclesvampirechronicles|annerice,False
163698,nisfornoosekinseymillhonemysterieshardcover|suegrafton,thebluedaybook|bradleytrevorgreive,False
136916,angryhousewiveseatingbonbons|lornalandvik,theprayerofjabezbreakingthroughtotheblessedlife|brucewilkinson,False
44252,animalfarm|georgeorwell,tisamemoir|frankmccourt,False
101699,cujo|stephenking,2001aspaceodyssey|arthurcclarke,False
78229,beeseasonanovel|mylagoldberg,intothewild|jonkrakauer,False
77526,harrypotterandthesorcerersstonebook1|jkrowling,girlinterrupted|susannakaysen,False
219611,belcanto|annpatchett,thesecretlifeofbees|suemonkkidd,False
182506,thesecretlifeofbees|suemonkkidd,thesilverwolf|aliceborchardt,False
56850,hardeightastephanieplumnovelastephanieplumnovel|janetevanovich,empirefalls|richardrusso,False
74871,allthenames|josesaramago,theireyeswerewatchinggodanovel|zoranealehurston,False
113752,politicallycorrectbedtimestoriesmoderntalesforourlifeandtimes|jamesfinngarner,onceuponamoreenlightenedtimemorepoliticallycorrectbedtimestories|jamesfinngarner,True
188589,thejoyluckclub|amytan,thereturnjourney|maevebinchy,False
102120,lastchancesaloon|mariankeyes,goodinbed|jenniferweiner,False
31614,thebearandthedragonjackryannovels|tomclancy,whattoexpectwhenyoureexpectingrevisededition|arleneeisenberg,False
179733,thetwotowersthelordoftheringspart2|jrrtolkien,wheretheheartisoprahsbookclubpaperback|billieletts,False
225187,thebonesettersdaughter|amytan,theartofhappinessahandbookforliving|dalailama,False
39723,aheartbreakingworkofstaggeringgenius|daveeggers,athousandacresballantinereaderscircle|janesmiley,False
22624,deathofasalesman|arthurmiller,fahrenheit451|raybradbury,False
265194,thelightfantasticdiscworldnovelspaperback|terrypratchett,redrabbit|tomclancy,False
221309,theciderhouserules|johnirving,feastofallsaints|annerice,False
6787,deathdujour|kathyreichs,nightoverwater|kenfollett,False
38191,criticalmass|stevenpaulmartini,howtomakeanamericanquilt|whitneyotto,False
96466,needfulthings|stephenking,ofmiceandmen|johnsteinbeck,False
67337,thepersianpickleclub|sandradallas,endersgameenderwigginssagapaperback|orsonscottcard,False
165315,localgirls|alicehoffman,welcometotheworldbabygirl|fannieflagg,False
199016,thegrillingseason|dianemottdavidson,threetogetdeadlyastephanieplumnovelastephanieplumnovel|janetevanovich,False
196656,letrangercollectionfolio2|albertcamus,lullabyanovel|chuckpalahniuk,False
87610,eisforevidenceakinseymillhonemysterykinseymillhonemysteriespaperback|suegrafton,thesummons|johngrisham,False
163249,vanished|daniellesteel,savingfaith|davidbaldacci,False
26134,theloveletter|cathleenschine,blacknotice|patriciadanielscornwell,False
66853,thegeneralsdaughter|nelsondemille,lifetheuniverseandeverything|douglasadams,False
153211,daughteroffortuneanovel|isabelallende,summersisters|judyblume,False
1025,manandboyanovel|tonyparsons,jonathanlivingstonseagull|richardbach,False
158606,redstormrising|tomclancy,atreegrowsinbrooklyn|bettysmith,False
108275,thelastprecinct|patriciacornwell,theconstantgardener|johnlecarre,False
185176,thefirm|johngrisham,theclient|johngrisham,True
116123,daughteroffortune|isabelallende,coldmountain|charlesfrazier,False
171638,thefootprintsofgodanovel|gregiles,thecrush|sandrabrown,True
227072,manywaters|madeleinelengle,disclosure|michaelcrichton,False
269105,theremainsofthedayvintageinternational|kazuoishiguro,snowfallingoncedars|davidguterson,False
199477,thelastprecinct|patriciacornwell,lullabyanovel|chuckpalahniuk,False
62464,fallingleavesthetruestoryofanunwantedchinesedaughter|adelineyenmah,ontheroadpenguin20thcenturyclassics|jackkerouac,False
77480,wheniamanoldwomanishallwearpurple|sandramartz,oisforoutlaw|suegrafton,False
120829,bluehighwaysajourneyintoamerica|williamleastheatmoon,skeletoncrew|stephenking,False
89093,thecuriousincidentofthedoginthenighttimevintagecontemporaries|markhaddon,sleepers|lorenzocarcaterra,False
26120,thewaspfactory|iainbanks,thefifthelephantanovelofdiscworld|terrypratchett,False
236340,aisforalibikinseymillhonemysteriespaperback|suegrafton,wutheringheights|emilybronte,False
221995,livingdeadindallassouthernvampiremysteries|charlaineharris,deaduntildarksouthernvampiremysteries|charlaineharris,True
26813,thelastunicorn|petersbeagle,littlealtarseverywhereanovel|rebeccawells,False
127054,girlwithapearlearring|tracychevalier,thegirlsguidetohuntingandfishing|melissabank,False
25533,coraline|neilgaiman,callofthewild|jacklondon,False
22409,singlewhitevampire|lynsaysands,hardeightastephanieplumnovelastephanieplumnovel|janetevanovich,False
238319,goodinbed|jenniferweiner,lisforlawless|suegrafton,False
194639,waitingtoexhale|terrymcmillan,theheartofawoman|mayaangelou,False
206418,asonofthecircus|johnirving,interviewwiththevampire|annerice,False
217375,killjoy|juliegarwood,thebrethren|johngrisham,False
63644,cometogrief|dickfrancis,thechroniclesofpern1stfallthedragonridersofpern|annemccaffrey,False
25395,fattuesday|sandrabrown,causeofdeath|patriciadanielscornwell,False
208138,pattyjaneshouseofcurlballantinereaderscircle|lornalandvik,hannasdaughtersballantinereaderscircle|mariannefredriksson,True
33432,thewitchesofeastwick|johnupdike,thenannydiariesanovel|emmamclaughlin,False
75802,catampmousealexcrossnovels|jamespatterson,intensity|deankoontz,False
29897,portraitindeath|noraroberts,hardeightastephanieplumnovelastephanieplumnovel|janetevanovich,False
242458,superstitious|rlstine,thedavincicode|danbrown,False
29526,sahara|clivecussler,highmaintenance|jenniferbelle,False
274363,seabiscuitanamericanlegend|laurahillenbrand,clearandpresentdangerjackryannovels|tomclancy,False
95923,likewaterforchocolateanovelinmonthlyinstallmentswithrecipesromancesandhomeremedies|lauraesquivel,girlinterrupted|susannakaysen,False
164292,theburdenofproof|scottturow,wishyouwell|davidbaldacci,False
49109,thegreattrainrobbery|michaelcrichton,thebeachhouse|jamespatterson,False
232708,airframe|michaelcrichton,potshot|robertbparker,False
100610,drowningruthoprahsbookclub|christinaschwarz,misformalice|suegrafton,False
236267,circleoffriends|maevebinchy,theglassmenagerie|tennesseewilliams,False
